River Name,Monitoring Station / Location,State,,pH,Temperature (°C),Turbidity (NTU),DO (mg/L),BOD (mg/L),COD (mg/L),Total Coliform (MPN/100ml),EC (µS/cm),Data Source / Year,Completeness_Flag,synthetic_flag
Ganga,Bijnor,Uttar Pradesh,,7.1,20.24,1.96,6.2,2.82,21.1,3690,275.4,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.13,23.51,3.87,10.19,,14,2309,177.9,synthetic_generated_2025,0,1
Ganga,Bijnor,Uttar Pradesh,,7.57,26.07,4.46,7.87,4.09,8.4,1942,387.6,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,6.86,17.38,6.63,7.23,3.13,18.2,6308,450.1,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.08,17.81,2.28,6.96,2.68,25,290,337.6,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,6.98,25.41,4.32,7.19,2.24,14.7,3569,,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.01,18.66,4.08,7.31,0.14,7.3,1286,356.6,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.23,11.35,,7.72,4.26,,1668,458,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,6.9,25.75,2.67,6.37,2.82,27.5,,,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.22,28.48,2.06,8.25,3.21,19.6,2683,340.2,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.02,26.78,5.25,8.97,2.59,18.6,,288.6,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.26,16.26,3.67,4.51,3.22,,,382.2,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.01,30.74,5.36,7.26,5.2,13.4,850,271.3,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,6.82,21.66,0.76,9.49,4.87,20.6,5027,252.3,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.18,22.47,1.24,9.91,5.77,23.6,2644,303,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,6.82,17.7,2.67,9.39,4.33,12,3472,196.2,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,6.9,7.84,2.6,8.05,5.3,17.2,1677,,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,6.7,18.71,4.41,6.52,3.59,,1814,333.6,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.43,20.32,4.35,,1.44,15.7,1922,257.3,synthetic_generated_2025,0,1
Ganga,Bijnor,Uttar Pradesh,,7.18,19.35,0.47,7.82,6.13,20.1,2950,375.4,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.25,20.76,5.9,7.64,0.55,13.3,,344.8,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.18,24.1,1.77,,5.06,23.5,2240,366.4,synthetic_generated_2025,0,1
Ganga,Bijnor,Uttar Pradesh,,6.94,24.86,4.4,5.63,1.76,,1898,223.2,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,,18.94,,7.14,3.29,,1318,425.5,synthetic_generated_2025,0,1
Ganga,Bijnor,Uttar Pradesh,,,24.22,5.4,6.48,4.21,18.4,4193,149.8,synthetic_generated_2025,0,1
Ganga,Bijnor,Uttar Pradesh,,7.18,17.52,5.18,7.13,0.86,17.8,422,189.5,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,6.97,13.24,2.72,7.66,3.36,17.5,608,368.7,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.4,24.58,5.46,8.02,1.84,18,939,426.4,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.38,31.15,2.68,8.21,6.92,16.3,570,169.6,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.01,18.62,1.95,8.33,4.85,22.7,4866,225.8,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,6.99,25.79,6.24,8.2,,14.1,806,,synthetic_generated_2025,0,1
Ganga,Bijnor,Uttar Pradesh,,6.99,31.56,,7.69,5.01,12.5,2869,395,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.29,18.33,3.96,,4.4,21.8,3777,404.6,synthetic_generated_2025,0,1
Ganga,Bijnor,Uttar Pradesh,,7.15,22.23,1.69,8.67,4.5,31.6,743,289.8,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.02,28.78,5.84,7.63,3.62,23.3,776,322.4,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.48,9.56,6.05,7.84,1.69,13.5,5852,244.4,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.31,23.81,7.02,7.5,1.73,22.7,6672,238.8,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.24,17.48,0.4,7.76,5.16,22.9,2495,272.9,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,,15.29,,7.35,4.25,30.8,3912,300.6,synthetic_generated_2025,0,1
Ganga,Bijnor,Uttar Pradesh,,7.14,,4.86,7.36,2.72,18,3356,326.2,synthetic_generated_2025,0,1
Ganga,Bijnor,Uttar Pradesh,,6.97,13.56,0.09,6.14,2.44,31.7,1448,334.2,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,6.86,16.88,2.94,6.54,4.26,,6830,415.2,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,6.88,17.99,3.35,7.42,6.46,11.7,3511,439.1,synthetic_generated_2025,1,1
Ganga,Bijnor,Uttar Pradesh,,7.29,9.34,4.86,,3.17,32.3,1150,287.8,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.08,21.61,4.35,7.92,0.84,26.4,3005,430.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.31,15.62,0.92,7.79,3.72,16.3,2781,447.1,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,,2.36,9.55,5.13,17.7,2537,,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.24,15.32,2.68,7.63,2.82,18.7,2317,313.5,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.4,11.47,5.81,8.89,3.05,4.4,1777,314.9,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,20.93,4.49,6.96,4.27,31.6,4131,316.2,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.1,15.14,4.15,7.44,4.25,,4941,249.9,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.46,10.92,4.51,5.01,2.05,29.8,1336,226.1,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.62,29.97,4.86,6.69,3.43,19,3161,436.1,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.09,14.16,4.19,10.01,0.74,19.8,3781,329.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.25,27.37,3.95,8.4,3.05,27.9,3141,335.5,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,15.89,3.64,6.21,2.46,,4979,288.3,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.66,14.6,6.02,8.65,2.04,26,3172,301.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.04,27.41,0.8,7.08,3.55,20.7,2141,351.7,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.93,23.76,0.46,7.55,6.35,14.3,831,381.1,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.13,23.85,3.25,7.96,2.75,18.9,520,317.2,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.29,17.87,3.8,7.86,3.51,7.5,2820,497,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.35,24.95,,7.84,5.04,25.2,213,385.6,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.24,28.15,4.71,6.65,7.23,21.6,5050,307.9,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.09,23.66,5.37,7.28,5.1,,667,253,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.91,15.42,4.06,,5.02,19.1,8986,504.6,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.08,24.91,4.49,8.57,1.7,6.1,4216,,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.13,15.26,2.07,8.02,3.98,21,,305.5,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.45,19.76,2.12,5.53,3.66,32.3,3054,318.2,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,28.52,4.83,6.95,5,17,935,259.2,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.78,21.57,3.2,,1.94,13,3428,276,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.32,19.94,4.01,7.26,3.51,18,2171,337,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.21,12.16,,8.31,2.01,22.5,787,,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.12,16.08,2.7,7.77,3.43,21.1,1159,413.7,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.16,19.36,5.57,6.08,2.04,17.6,4975,350.4,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,19.69,3.2,,2.71,23,5092,231.4,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.11,18.05,3.49,7.28,2.94,15.6,3139,452.3,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.05,27.96,5.4,7.74,1.2,18.8,3103,334,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.34,24.91,1.9,,2.91,26,5286,376.8,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.47,14.97,4.67,6.76,1.38,21.3,4518,252.4,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.57,23.12,2.81,5.89,3.11,18,4420,357,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.45,15.34,2.8,6.73,4.07,27.4,1306,128.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.3,17.83,7.87,8.07,2.63,16.3,2314,300.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.08,23.82,4.12,5.61,6.52,27.7,1705,231.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.47,30.2,9.8,6.38,3.86,7.5,3606,276.1,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.79,22.14,0.66,7.18,5.97,22.2,,317.5,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.1,25.17,3.55,,2.02,21.2,2341,273.7,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.06,20.41,1.94,7.24,5.9,24.8,,206.7,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.24,,0.27,7.8,4.9,,3901,545.2,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7,23.03,6.42,7.95,4.94,18.6,3999,342.3,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.31,18.48,0.42,7.36,2.83,20.7,1773,159.4,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.46,20.88,5.22,7.58,5.21,17.7,302,433.6,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.17,22.36,0.5,6.72,5.53,25.3,2374,339.4,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.51,,6.76,7.13,3.14,8.7,1590,236.8,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.05,30.28,3.01,7.5,5.11,27.6,2278,288.9,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,8.85,4.28,7.41,2.73,21.5,2379,,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.2,24.4,2.96,5.66,2.85,24.8,1905,300.3,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,,7.13,7.16,3.92,16.9,807,,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.28,23.32,6.07,5.07,0.08,17,4694,194.7,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7,17.15,3.72,6.87,4.24,2.9,786,,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.21,24.79,7.21,7.02,3.99,9.2,2283,387.6,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.26,22.04,0.36,8.86,2.58,23,626,225.6,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.21,14.28,3.83,9.7,4.24,19.7,4650,336.9,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.4,20.57,5.02,,,23,3081,160.4,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.8,21.49,2.3,6.53,3.4,22.2,6686,,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.5,25.03,4.52,7.07,1.27,18.7,4913,197.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.94,14.01,2.24,8.23,3.2,17.2,,180.3,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.2,21.46,5.94,6.42,2.36,26.2,1308,392,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.29,18.77,0.18,,0.4,18.1,4382,335.4,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.79,22.24,3,5.83,4.11,24.3,2954,294.1,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.09,22.16,2.16,7.72,0.89,16.7,315,330.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.26,18.12,3.81,7.68,2.5,21.2,1285,287.7,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.37,15.21,1.7,6.54,5.12,25.7,,405.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.31,26.38,,7.44,1.91,5,2900,368.7,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.45,26.73,1.7,6.37,,14.9,2704,281.4,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,20.64,2.82,8,1.46,21.3,3603,374.4,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.1,19.51,,7.8,5.4,21.7,185,213.3,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.08,16.22,5.2,7.92,,22.3,3146,422.7,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.92,27.27,1.11,7.79,2.23,23.3,2432,192.4,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.08,19.71,5.21,9.18,2.29,26.5,1839,224.5,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.34,23.33,4.82,7.43,1.72,26.3,1321,245.2,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,27.37,4.49,9.58,5.27,26.9,275,381.1,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.35,18.81,3.93,7.2,3.17,24.6,419,475.6,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,21.71,4.32,7.27,5.59,25,4245,242.7,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.02,23.1,5.08,6.93,4.78,12.6,5404,321.1,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.05,20.89,1.15,9.32,2.65,25,2918,241.2,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.08,22.98,4.59,5.33,3.49,20.9,1944,423.3,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.13,,,6.66,3.6,7.9,,279,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.11,30.63,1.73,8.27,4.03,27.6,1165,261.4,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.3,15.9,0.53,4.67,4.72,20.8,2048,431.1,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.21,25.12,4.91,9.65,3.03,14.4,2992,255.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.03,22.18,4.8,5.87,,13.7,4145,243,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,18.5,1.43,8.17,2.31,,387,281.4,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.16,21.01,4.52,8.77,3.69,17.2,514,204.4,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.08,,4.32,,3.62,,7276,414.7,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.4,24.59,3.55,7.2,3.38,1,2921,280.9,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.04,22.17,0.77,8.2,4.28,23,2503,353.2,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.15,19.97,2.43,7.79,1.25,27.7,1169,377.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.96,20.74,5.56,8.3,3.52,14.2,3791,321.6,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.86,17.11,9.01,7.19,4.6,16.1,1680,,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.3,12.25,0.6,8.24,4.26,,290,263.4,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.35,12.43,4.82,6.7,3.96,18.5,5140,250,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,23.21,,8.3,4.89,13.7,4237,225.1,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.11,18.21,6.2,6.85,2.29,20.5,3871,308.7,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.68,34.75,4.56,7.65,5.27,34.1,4241,395.9,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.24,21.82,3.79,6.98,8.12,28.2,,338.6,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.06,,5.49,8.87,2.22,22.9,3764,282.1,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.04,15.9,2.36,7.38,1.9,19.9,877,230.4,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.1,16.23,4.04,6.68,2.72,28,4154,332.6,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.53,23.53,4.67,,4.17,17,1602,339.1,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,,24.72,3.51,8.73,4.97,11.6,3674,303.5,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.25,28.27,5.08,8.47,3.99,11.7,2108,404.8,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.07,20.82,1.62,8.62,3.06,28.7,5557,313.5,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.96,26.44,4.07,7.35,4.35,29.8,2057,325.5,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.07,21.76,4.92,10.61,4.71,14.9,1652,,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.52,25.67,,7.26,3.61,16.9,1709,483.4,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,6.99,19.8,6.08,7.51,,27.5,3962,363.1,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.52,23.92,4.5,5.81,3.24,15.1,4156,405.7,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.27,20.64,1.07,6.38,4.56,20.1,2222,286.1,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.2,23.45,1.14,7.28,4.41,10.7,2901,328.1,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.39,33.62,3.47,8.01,,15.7,1141,263.5,synthetic_generated_2025,0,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.05,22.34,5.56,8,3.87,20.5,3300,,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.19,14.98,3.23,8.02,6.01,,664,385.3,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.15,21.93,3.8,7.6,4.15,25.1,3285,356.3,synthetic_generated_2025,1,1
Ganga,Garhmukteshwar,Uttar Pradesh,,7.09,24.68,5.57,7.09,4.86,20.7,2251,303.1,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.78,,6.55,10,4.13,,9638,131,synthetic_generated_2025,0,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.81,19.36,7.24,,,20,,596.2,synthetic_generated_2025,0,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.95,,10.16,4.15,3.76,32.1,2492,587.7,synthetic_generated_2025,0,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.79,29.63,4.68,5.89,4.8,37.7,22290,479.3,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,7.09,27.52,7.16,5.89,3.47,18,18708,381.6,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,7.45,27.53,1.78,6.19,5.12,50.7,386,524.3,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.85,17.21,9.28,7.01,2.57,24.6,5199,202,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,7.07,27.09,10.76,5.52,6.68,24.5,15,,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.63,18.69,2.9,6.59,3.22,36.6,14161,451.9,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.63,20.41,11.29,6.3,4.66,37.6,12177,413.5,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.81,20.11,4.91,7.98,2.89,31.9,4059,348.8,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,7.27,26.05,,6.49,3.46,32.2,10853,170.4,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.81,22.51,3.95,5.54,3.81,,1676,431.3,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.5,25.17,8.46,6.95,4.84,41.6,4762,487.4,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.95,,,6.14,3.52,45.9,546,244.9,synthetic_generated_2025,0,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,7.11,28.7,16.29,3.8,5.72,24.4,4481,305.6,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,,17.44,0.68,3.89,3.1,31.6,,397.9,synthetic_generated_2025,0,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.53,26.56,1.25,6.02,5.57,30.9,2890,380.8,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.82,28.22,4.47,4.13,3.36,18.2,8203,,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.81,16.13,3.26,5.76,4.71,26.5,12127,306.4,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,7.19,23.89,0.6,8.62,5.14,15.9,5348,393.3,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.99,,10.36,5.6,0.57,29.8,9761,,synthetic_generated_2025,0,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.96,33.18,5.27,6.48,3.54,41,19759,434.1,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.9,30.11,4.48,9,5.36,,7228,301.8,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.88,29.21,1.8,3.46,,28.6,8813,467.4,synthetic_generated_2025,0,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.69,17.49,3.02,,6.01,23.9,2861,306.6,synthetic_generated_2025,0,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.96,37.5,1.78,6.08,2.04,39.5,18135,580.4,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.76,27.03,5.31,7.27,4.37,15.5,8453,505.9,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,7.01,28.45,10.35,7.33,5.05,,7983,316,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,7.48,,12.57,6.97,6.84,22.8,4133,51.3,synthetic_generated_2025,0,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.81,,,4.41,5.32,27.2,8680,435.1,synthetic_generated_2025,0,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.68,23.11,,6.55,5.82,47.7,14231,391.2,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.77,27.38,12.86,6.38,5.16,39.5,3134,424,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,7.52,19.96,4.64,6.78,6.07,24.4,8998,,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,6.97,30.64,2.5,5.53,6.52,29.6,16270,299.4,synthetic_generated_2025,1,1
Ganga,Kanpur (Ranighat),Uttar Pradesh,,7.17,28.58,0.92,8.1,9.49,30.5,4153,718.9,synthetic_generated_2025,1,1
